address,withdrawal_block,first_shield_block
0xdff92a1d3c7832cbcc762ee5f326679dd801648e,10927893,25528321
0x3cf43aa5022ca0a2560277c12db48df19e73af5e,25531912,25531947
0x111f810d5cba5728297c0b274601c8ace9be6509,25532542,25532585
0xfd2c7c665e6e08a004edc2bd2b6adbbc095dd2dc,25533584,25533593
0xcc0f3c6aa095fce41ce0f43b8299a31479e4fc0f,25533590,25533910
0x80372676c8b877b59e56800a7cc61aef5c725d2b,25537342,25537357
0x363154d54006f7b762eb78f273d76d4a7754b268,25538680,25538802
0x3b5f4b2e7f88be413c3bb2572917717cd754091f,25628781,25628870
0x6ec2e6422ad515f400a1a19c15d0ef77e3414620,25628707,25633186
0x87135724a4dd991a6974f64083c82448c9dce5f8,25656067,25656147
0xa2639cf55e57cef91df1048641190d8a72444576,25655574,25656343
0x64257b8a791fcf74400b828b22ff0f3a015b4ab7,11476951,25687553
0x220852ed4f5435103521ed6c877644f04176941d,25694754,25694831
0x7a6fc76ef606228d7fc8601e25f1ddeec5cc0126,25719806,25719857
0x4d3a52f69accac28cde50a598a981f4a1d1087a7,25723929,25724083
0x9a1566164b9000b74370ffe34609b7f4a535bcd4,25730257,25730283
0x20b01256961e097975b6bb5312d6bdfc2b0268f1,25730302,25730366
0xf63f0e032a8cc906b2987ece985b872a18295ab5,25735586,25735616
0x10d64a22f8515a7a376cab5ba9d1e2df7c348c28,25745557,25745559
